Grand,Colorado,125.0,4109
Morgan,Colorado,348.0,6961
Tolland,Connecticut,1328.0,31630
Windham,Connecticut,1426.0,28459
Hernando,Florida,3305.0,36940
Indian River,Florida,2084.0,27222
Jackson,Florida,960.0,13234
Martin,Florida,1995.0,29071
Bibb,Georgia,2701.0,38571
Early,Georgia,215.0,2260
Effingham,Georgia,840.0,16211
Glynn,Georgia,1336.0,19951
Laurens,Georgia,882.0,11381
Peach,Georgia,523.0,6343
Rockdale,Georgia,1156.0,21346
Owen,Indiana,360.0,4510
Tippecanoe,Indiana,1701.0,46817
Wayne,Indiana,1295.0,15265
Dubuque,Iowa,922.0,22707
Muscatine,Iowa,509.0,10495
Cherokee,Kansas,391.0,4447
Linn,Kansas,170.0,2053
Morris,Kansas,nan,1096
Sedgwick,Kansas,6576.0,135150
Christian,Kentucky,1047.0,19606
Daviess,Kentucky,1524.0,24939
Henderson,Kentucky,781.0,11447
Pulaski,Kentucky,1300.0,15326
Scott,Kentucky,680.0,15142
Assumption,Louisiana,336.0,5431
Calcasieu,Louisiana,3293.0,53624
Iberia,Louisiana,1230.0,17971
Iberville,Louisiana,577.0,9129
Lafayette,Louisiana,2728.0,71454
Livingston,Louisiana,1925.0,38890
Plaquemines,Louisiana,295.0,6103
St. James,Louisiana,338.0,5129
St. Landry,Louisiana,1612.0,19706
Webster,Louisiana,813.0,9261
West Baton Rouge,Louisiana,369.0,7188
Calvert,Maryland,976.0,20621
Wicomico,Maryland,1463.0,23458
Hampshire,Massachusetts,1426.0,32961
Clinton,Michigan,696.0,18453
Eaton,Michigan,1330.0,26502
Genesee,Michigan,6979.0,97024
Livingston,Michigan,1896.0,41502
Midland,Michigan,894.0,19883
Mower,Minnesota,394.0,9384
Scott,Minnesota,883.0,39042
Holmes,Mississippi,364.0,4214
Jones,Mississippi,1193.0,16651
Scott,Mississippi,525.0,7311
Walthall,Mississippi,270.0,3225
Wilkinson,Mississippi,204.0,2482
Winston,Mississippi,351.0,4276
Yazoo,Mississippi,515.0,8685
Broadwater,Montana,nan,1119
Flathead,Montana,1138.0,23524
Madison,Montana,94.0,1709
Roosevelt,Montana,250.0,2759
Nemaha,Nebraska,93.0,1500
Elko,Nevada,547.0,14443
Cape May,New Jersey,1598.0,18367
Sussex,New Jersey,1740.0,30821
San Miguel,New Mexico,481.0,6144
Schoharie,New York,397.0,6485
Wayne,New York,1221.0,20010
Hamilton,Ohio,11344.0,216843
Montgomery,Ohio,9281.0,131578
Richland,Ohio,2092.0,29163
Custer,Oklahoma,427.0,6932
Grady,Oklahoma,832.0,13466
Logan,Oklahoma,572.0,11214
McClain,Oklahoma,590.0,9869
Washington,Oklahoma,786.0,12431
Lancaster,Pennsylvania,5459.0,130720
Lebanon,Pennsylvania,1716.0,32209
Westmoreland,Pennsylvania,5257.0,75596
Abbeville,South Carolina,430.0,5209
Dorchester,South Carolina,1938.0,42845
Saluda,South Carolina,289.0,4592
Cumberland,Tennessee,1111.0,11396
Dyer,Tennessee,800.0,8983
Montgomery,Tennessee,2361.0,63691
Washington,Tennessee,2108.0,31009
Wilson,Tennessee,1735.0,33709
